"company_overseas_infrastructure_id","company_id","infrastructure_type_id","secondary_infrastructure_type_id","country_id","city","overseas_infrastructure_lat","overseas_infrastructure_lng","label","year_commenced","year_ended","Primary topic","Secondary (if needed)","Third topic","text","cable_id","highlight","cable_owner","curr_not_in_use","type_of_company_id_ref","ownership_structure_id_ref","cable_countries","(data centre) type","street address","","Do Not Touch - For Country Counts","Infrastructure 1","Infrastructure 2","Topic 1","Topic 2","Topic 3","Company","","Cable","Terrestrial","Leased"
"262","1 | Huawei","1 | R&D lab","11 | Smart City-Public Security project","54 | Germany","Duisburg","51.43319","6.75608","[Planned] Joint Innovation Center","2018","","2 | Smart cities","","6 | Surveillance","<p>A January 2018 Huawei press release said Huawei would build a joint innovation centre in the city of Duisburg. The announcment was made during the signing of an <a href=""http://web.archive.org/web/20191016005153/https://www.huawei.com/en/press-events/news/2018/1/Duisburg-Germany-and-Huawei-sign-MoU-to-Build-a-Smart-City"">MoU</a> between Huawei and Duisburg on smart city development. In <a href=""https://archive.vn/n7WH0"">September 2018,</a> Duisburg Mayor S&ouml;ren Link visited Huawei's corporate headquarters in Shenzhen, China. Link led a 19-person government delegation and the visit was focused on deepening the city's cooperation with Huawei on smart city development.</p>
<p>The Port of Duisburg is the world's largest inland port, and the region has become heavily reliant on Chinese <a href=""https://www.politico.eu/article/duisburg-looms-large-in-chinas-silk-road-vision/"">investment</a> and <a href=""https://sg.news.yahoo.com/exclusive-chinas-huawei-opens-german-scrutiny-ahead-5g-131047692--sector.html"">trade</a>. In June 2019, <a href=""https://www.dw.com/en/in-duisburg-china-expands-trade-influence-in-germany/a-49227168""><em>Deutsche Welle</em>&nbsp;quoted</a> the Port of Duisburg's head Erich Staake, who said the port currently served about a dozen Chinese cities and that about a third of Europe's trade with China passes through the Port of Duisburg.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","1 | R&D lab54 | Germany","11 | Smart City-Public Security project54 | Germany","2 | Smart cities54 | Germany","54 | Germany","6 | Surveillance54 | Germany","1 | Huawei54 | Germany","","","",""
"345","1 | Huawei","15 | Telecommunications or ICT","","173 | Papua New Guinea","","-9.61115","147.05587","National Broadband Network","2018","","5 | Chinese state loan","","","<p>In November 2018, the PNG Government confirmed that it would uphold its agreement with Huawei to build PNG's national broadband network. Funded by a US$200 million China Eximbank loan, In the works since 2013, the project includes a network of submarine cables linking 14 coastal towns. The US, Japan and Australia put in a very late <a href=""https://www.reuters.com/article/us-pacific-debt-huawei-tech/u-s-to-counter-chinese-internet-bid-in-papua-new-guinea-diplomat-idUSKCN1M800X"" target=""_blank"" rel=""noopener"">counter-offer</a> in 2018 to give the PNG Government an alternative to Huawei (but it was <a href=""https://www.aspistrategist.org.au/australia-and-huawei-in-png-more-than-too-little-too-late-diplomacy/"">too little, too late</a>).</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT173 | Papua New Guinea","173 | Papua New Guinea","5 | Chinese state loan173 | Papua New Guinea","173 | Papua New Guinea","173 | Papua New Guinea","1 | Huawei173 | Papua New Guinea","","","",""
"349","","","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","",""
"350","1 | Huawei","12 | 5G relationship","17 | MoU-agreement","150 | Malta","","35.89506","14.50426","5G MoU","2018","","3 | 5G","","","<p>In July 2018, the Government of Malta and Huawei <a href=""http://www.xinhuanet.com/english/2018-07/14/c_137324156.htm"">signed</a> an MoU on 5G infrastructure. Chinese state media <a href=""https://web.archive.org/web/20181017170231/http://www.xinhuanet.com/english/2018-07/14/c_137324156.htm"" target=""_blank"" rel=""noopener"">reported</a> that the MoU came two years after Malta and Huawei signed another MoU that resulted in Huawei testing its 5G internet connectivity in Malta. Maltese media <a href=""https://www.independent.com.mt/articles/2018-07-14/local-news/Huawei-to-start-trials-of-5G-Malta-in-October-6736193435"" target=""_blank"" rel=""noopener"">reported</a> that Huawei's 5G trials could start in October 2018. They also <a href=""https://timesofmalta.com/articles/view/us-concerned-over-malta-link-to-huawei.700936"" target=""_blank"" rel=""noopener"">reported that</a> 'the government <a href=""https://www.timesofmalta.com/articles/view/20160416/local/second-mou-signed-between-malta-and-huawei.609016"" target=""_self"" rel=""follow"">has signed two Memorandums of Understanding with Huawei</a>', but there has been little by way of public announcements about the collaboration. No further details were given, and the government has failed to answer questions on what this collaboration involves. The MoUs between the government and Huawei were never made public.</p>
<p>Separately, the Maltese Government also works with Huawei in <a href=""https://chinatechmap.aspi.org.au/#/map/marker-273"" target=""_blank"" rel=""noopener"">the deployment of smart city technologies</a>.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","12 | 5G relationship150 | Malta","17 | MoU-agreement150 | Malta","3 | 5G150 | Malta","150 | Malta","150 | Malta","1 | Huawei150 | Malta","","","",""
"351","","","","","","","","","","","","","","This entry has moved <a href = ""https://chinatechmap.aspi.org.au/#/map/marker-262"">here</a>. Please update your bookmark.","","FALSE","","","","","","","","","","","","","","","","","","",""
"359","1 | Huawei","11 | Smart City-Public Security project","17 | MoU-agreement","121 | Kuwait","Kuna","29.37600","47.97000","Smart Cities Strategy MOU","2018","","2 | Smart cities","6 | Surveillance","","<p>In July 2018, Kuwait <a href=""http://web.archive.org/web/20200109011846/https://www.kuna.net.kw/ArticleDetails.aspx?id=2736348"">signed</a> an MoU with Huawei. The MoU was related to the development of intelligent infrastructure networks, security, virtual systems and the digital transformation of various industries and central management in Kuwait. It also included implementing smart cities development projects in Silk (Al-Harir) City and Kuwaiti islands. The first of the smart cities projects is the joint strategy to build the Mubarak intelligent seaport in Bubyan Island. </p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project121 | Kuwait","17 | MoU-agreement121 | Kuwait","2 | Smart cities121 | Kuwait","6 | Surveillance121 | Kuwait","121 | Kuwait","1 | Huawei121 | Kuwait","","","",""
"365","1 | Huawei","11 | Smart City-Public Security project","17 | MoU-agreement","17 | Bosnia and Herzegovina","Sarajevo ","43.85741","18.41193","Smart City cooperation agreement","2018","","2 | Smart cities","6 | Surveillance","","<p>In November 2018, the Ministry of Communications and Transport of Bosnia and Herzegovina <a href=""http://web.archive.org/web/20191016014845/https://en.imsilkroad.com/p/118790.html"" target=""_blank"" rel=""noopener"">signed a cooperation agreement</a> with Huawei for the company to provide technical support for the country's smart city and safe city projects.</p>
<p>At the same time, Sarajevo city (the capital of Bosnia and Herzegovina) also signed an MoU with Huawei. Under the agreement, Huawei plans to implement 'comprehensive supervision projects, intelligent management systems, public safety systems and intelligent traffic control systems'.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project17 | Bosnia and Herzegovina","17 | MoU-agreement17 | Bosnia and Herzegovina","2 | Smart cities17 | Bosnia and Herzegovina","6 | Surveillance17 | Bosnia and Herzegovina","17 | Bosnia and Herzegovina","1 | Huawei17 | Bosnia and Herzegovina","","","",""
"406","1 | Huawei","15 | Telecommunications or ICT","","161 | Nigeria","","9.07088","7.48384","Internet infrastructure","2018","","5 | Chinese state loan","","","<p>In 2018, the Nigerian Government <a href=""https://www.bloomberg.com/news/articles/2018-09-01/china-exim-bank-loans-328-million-for-nigerian-internet-project%20"">announced</a> that it was receiving a US$328 million loan from China Eximbank to build internet infrastructure. The loan was extended to Nigerian state-owned telecommunications company Galaxy Backbone and Huawei. </p>
<p>It was reported in July 2020 that Nigeria <a href=""https://techcabal.com/2020/07/22/techcabal-daily-a-328-million-chinese-loan-to-expand-nigerias-broadband-access/"">was planning</a> to expand broadband to 19 states in its northern region.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT161 | Nigeria","161 | Nigeria","5 | Chinese state loan161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"426","1 | Huawei","15 | Telecommunications or ICT","","9 | Angola","Luanda","-8.81858","13.22986","Offered emergency communication system for the Angolan Presidential Palace","2018","","","","","<p>An October 2018 <em>Angola Press Agency (Luanda) </em>report said Huawei <a href=""http://web.archive.org/web/20190319021014/https://allafrica.com/stories/201810110162.html"">offered</a> an 'emergency communication system' for the Angolan Presidential Palace. The article quoted Huawei vice president Yi Xiang, as saying: 'In the past, the emergency communication system was based on sound and analogical signals, but now, with the new system, we can communicate through video, which facilitates even more in cases of emergency.' There has been no further information found to indicate whether or not this system has been installed, or if the offer was even accepted.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT9 | Angola","9 | Angola","9 | Angola","9 | Angola","9 | Angola","1 | Huawei9 | Angola","","","",""
"431","1 | Huawei","3 | Research partnership","","161 | Nigeria","Abuja","9.05850","7.49190","Huawei Abuja ICT Training Center","2018","","","","","<p>In a 2018 <a href=""https://www.huawei.com/en/press-events/news/2016/10/Huawei-Innovation-Experience-Center-Nigeria"">deal</a> with the Nigerian Government, Huawei agreed to train up to <a href=""http://web.archive.org/web/20190224100346/https://www.dailytrust.com.ng/fg-huawei-sign-mou-to-train-1000-workers-on-ict.html"">1,000</a> civil servants at its Lagos and Abuja training centres. </p>
<p>As of August 2019, 935 Nigerian civil servants had <a href=""https://web.archive.org/web/20200223193123/http://www.xinhuanet.com/english/2019-08/23/c_138332469.htm"">graduated</a> from the 'ICT for Change' training program.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","3 | Research partnership161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","161 | Nigeria","1 | Huawei161 | Nigeria","","","",""
"437","1 | Huawei","15 | Telecommunications or ICT","","14 | Australia","Perth","-31.90892","115.93312","Public transportation communication system","2018","","","","","<p>A joint venture between Huawei and UGL, an Australian engineering company, was <a href=""https://www.abc.net.au/news/2019-03-13/huawei-contract-for-perth-trains-confirmed-by-wa-government/10896220"">awarded</a> an A$200 million contract to build a 4G communication network for Perth's public transport system in 2018. The decision attracted some controversy, as concerns were raised over Huawei's links to the Chinese Government and its obligations under China's National Intelligence Law. </p>
<p>In March 2020, it was <a href=""https://www.abc.net.au/news/2020-03-27/public-transport-authority-contract-with-huawei-scrapped/12098500"">reported</a> that the contract had collapsed due to 'trade restrictions imposed by the United States'.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT14 | Australia","14 | Australia","14 | Australia","14 | Australia","14 | Australia","1 | Huawei14 | Australia","","","",""
"477","","","","","","","","","","","","","","","","FALSE","","","","","","","","","","","","","","","","","","",""
"479","1 | Huawei","8 | Data centre","","23 | Bahrain","Hamala","26.15864","50.47088","Batelco data centre","2018","","","","","<p>In 2018, Huawei was <a href=""http://www.tradearabia.com/news/IT_346779.html"">contracted</a> by Batelco, Bahrain's main telecommunications provider, to build a tier III data centre at the company's Hamala campus.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","8 | Data centre23 | Bahrain","23 | Bahrain","23 | Bahrain","23 | Bahrain","23 | Bahrain","1 | Huawei23 | Bahrain","","","",""
"483","1 | Huawei","15 | Telecommunications or ICT","","174 | Philippines","","14.55409","121.02353","PLDT wireless services","2018","","","","","<p>In 2018, Huawei and Philippine telecommunication provider PLDT signed a $28.5m <a href=""http://www.pldt.com/news-center/article/2018/01/02/pldt-smart-partner-with-huawei-to-transform-wireless-services-delivery#.XJLWsygza70"">agreement</a> to upgrade PLDT's wireless services.</p>","","FALSE","","","1 | Telecommunications","6 | Private company","","","","","","15 | Telecommunications or ICT174 | Philippines","174 | Philippines","174 | Philippines","174 | Philippines","174 | Philippines","1 | Huawei174 | Philippines","","","",""
"491","1 | Huawei","11 | Smart City-Public Security project","","151 | Mauritius","","-20.15959","57.50520","Huawei all-cloud safe city","2018","","2 | Smart cities","5 | Chinese state loan","11 | Cloud","<p>In 2018 Huawei signed an agreement with the Government of Mauritius to construct an all-cloud Safe City based on the concept of <a href=""http://web.archive.org/web/20201223100548/https://e.huawei.com/us/news/smart-cities/201810150942"">'one cloud, one pool'. </a>Through a partnership with Mauritius Telecom, this project <a href=""https://e.huawei.com/id/publications/global/ict-new-horizons-podcasts/Stories/mauritius"">includes</a> a command and control centre and seven subcommand centres, 4,000 surveillance cameras, cloud computing services, data centres, intelligent road surveillance and emergency communications equipment and services. <a href=""https://e.huawei.com/topic/leading-new-ict-ru/mauritius-safecity-case.html"">Huawei said </a>it believes &lsquo;that the all-cloud Safe City solution will transform Mauritius into a safer country, attract more foreign investment, promote economic development, improve public safety, and maintain social stability.&rsquo; The project is funded by a China Eximbank loan; it is unclear exactly how much the loan is worth but it appears that the first part of the loan is <a href=""https://defimedia.info/safe-city-letat-garantit-un-pret-de-rs-460-millions-de-mt"">worth US$13 million.</a> Politicians have <a href=""https://www.lexpress.mu/node/333427"">expressed concern</a> about the project, including the terms and conditions of the loan.</p>
<p>It was<a href=""https://archive.is/wjXpx""> reported </a>in July 2019 that the Safe City project was expected to be operational by the end of December 2019. A <a href=""https://web.archive.org/web/20190129080036/https://www-file.huawei.com/-/media/CORPORATE/PDF/publications/ict/ict-201901-se-en.pdf"">Huawei ICT Insights report</a> published in January 2019 also said the first phase of the Mauritius smart city project was expected to be completed in 2019.</p>","","TRUE","","","1 | Telecommunications","6 | Private company","","","","","","11 | Smart City-Public Security project151 | Mauritius","151 | Mauritius","2 | Smart cities151 | Mauritius","5 | Chinese state loan151 | Mauritius","11 | Cloud151 | Mauritius","1 | Huawei151 | Mauritius","","","",""
